Black Lounge Bar,"H-1/A 31, H Block, Commercial Market, Sector 63, Noida",Finger Food,"₹1,600",5 PM to 11 PM,3.2
Mehfill,"1 & 4, L Block Market, Behind Metro Hospital, Sector 11, Noida","North Indian, Chinese, Mughlai",₹650,12 Noon to 10:30 PM (Mon-Sun),3.7
Burnout,"ATS One Hamlet, Sector 104, Near Sector 110, Sector 110, Noida","Continental, Mexican, Italian",₹450,"11 AM to 4 PM, 6:30 PM to 11 PM",3.5
Legacy of Awadh,"D-158, Sector 7, Noida","Lucknowi, North Indian, Mughlai",₹500,9 AM to 6 PM,2.7
Spice of India,"108, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Mughlai, North Indian",₹700,"9 AM to 6 PM (Mon-Sat), Sun Closed",4.3
TBH – To Be Healthy,Delivery Only,"Healthy Food, Juices",₹200,12 Noon to 11 PM,4.3
Fresh Food Factory,"E-1, Sector 3, Noida","North Indian, Chinese",₹200,10 AM to 10 PM,2.4
PS Wah Bhai Wah,"B-1/6, Ground Floor, Near Metro Station, Sector 18, Noida","North Indian, Chinese",₹700,12 Noon to 12 Midnight,3.3
Big B Pastry Shop,"AG85, Ansal Plaza Mall, Near Pari Chowk, Greater Noida, Noida","Bakery, Fast Food",₹200,"12 Noon to 4 PM, 4 PM to 11 PM",3.2
The Fizz,"N-7, Opposite Axis Bank, Sector 18, Noida","North Indian, Chinese","₹1,400",10 AM to 10 PM,3.3
Cook Du Kdu,"124, Block 2, Ganga Shopping Complex, Sector 29, Noida","North Indian, Chinese, Mughlai",₹650,11 AM to 11 PM,3.8
4700BC Popcorn,"The Great India Place Mall, Sector 38-A, Near Sector 38, Sector 38, Noida",Fast Food,₹250,11 AM to 11 PM,2.7
Santushti,"21, L Block Market, Behind Metro Hospital, Sector 11, Noida","South Indian, North Indian, Chinese",₹300,8 AM to 1 AM,3.6
Saffron The Restaurant,"1st Floor, Shri Amrit Plaza, Amrit Puram, Sector Gamma-1, Greater Noida, Noida","North Indian, Chinese",₹600,10:30 AM to 12 Midnight,2.4
Public Cafe,"G-28A, Savitri Market, Near Metro Station, Sector 18, Noida","Cafe, Chinese, Fast Food, Street Food",₹450,"12 Noon to 3 PM, 7 PM to 11 PM",3.2
Otik Cake Shop,"Supertech Shopprix Mall, Sector 61, Noida","Bakery, Desserts, Fast Food",₹250,"12 Midnight to 2 AM, 12 Noon to 12 Midnight (Mon, Tue, Wed, Sat, Sun), 12 Midnight to 2 AM, 12:1 PM to 12 Midnight (Thu-Fri)",3.7
The Saffron Trail,"26 & 27 Ashirwaad Complex, Sector 104, Near, Sector 110, Noida","North Indian, Chinese",₹800,11 AM to 11 PM,2.3
Chawla's²,"Central Market, Sector 50, Noida","North Indian, Mughlai, Chinese",₹800,8:30 AM to 8:30 PM,2.3
Tikka Town,"Eat Food Lounge, 4th Floor, DLF Mall of India, Sector 18, Noida",North Indian,₹550,11 AM to 11 PM,3.5
Dabbameal,"B-105, Sector 64, Noida","North Indian, Salad",₹200,9 AM to 12 Midnight,3.3
Andhra Biryani Delivery,"11, Opposite Yatharth Hospital, Gejha Road, Sector 110, Noida","Andhra, Biryani, Hyderabadi",₹450,11 AM to 5 AM,3.4
The Cake Xpress,"CDR Complex, Sector 15, Noida","Bakery, Desserts",₹500,7 PM to 11:45 PM,2.4
Night Food Xprs,"Sector 50, Noida","Fast Food, Chinese, North Indian",₹500,1 PM to 12:30 AM,3.6
ChaoBella - Crowne Plaza,"Crowne Plaza, Institutional Green 1, Surajpur Chowk, Greater Noida, Noida","Italian, Chinese","₹2,500",11 AM to 11 PM,2.3
RPM - Zanzi Bar,"B-110, Gautam Budh Nagar, Sector 18, Noida","Chinese, North Indian","₹2,000",11 AM to 10:45 PM (Mon-Sun),2.6
New Woks,"102 & 103, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Chinese, Asian",₹750,11 AM to 11 PM,3.4
Hunger Strike,"Shop 3, Godavari Shopping Complex, Sector 37, Noida","Fast Food, North Indian",₹500,11 AM to 12 Midnight,2.1
Raja Dhaba,"Jagat Farm, Gamma 1, Gautam Budh Nagar, Greater Noida, Noida",North Indian,₹600,11 AM to 11 PM,3.3
Pipa,"J-54, 1st & 2nd Floor, Opposite GIP Mall, Sector 18, Noida","Cafe, North Indian, Chinese, Italian",₹600,"12:30 PM to 2:45 PM, 7:30 PM to 11:45 PM",3.5
Gravity Mantra,"2nd & 3rd Floor, J-56, Sector 18, Noida","North Indian, Continental, Chinese","₹1,500",9 AM to 11 PM,3.6
Made In India - Radisson Blu,"Radisson Blu Hotel, L-2, Sector 18, Noida","North Indian, Lucknowi","₹3,800",11 AM to 11 PM,3.5
Costa Coffee,"36, The Great India Place Mall, Sector 38 A, Sector 38, Noida",Cafe,₹600,11 AM to 11 PM,3.3
Sbarro,"G 23, Sector 18, Noida","Pizza, Italian",₹600,11 AM to 11 PM,3.1
Let's Noodle,"Urbtech Matrix Tower, Plot B-4, Sector 132, Noida",Chinese,₹700,11 AM to 11 PM,2.6
Undrgrnd Cafe,"B-1/25, Near Metro Station, Sector 18, Noida",Cafe,₹500,8 AM to 11 PM,2.4
Wanchai By Kylin,"Food Court, DLF Mall Of India, Sector 18, Noida","Chinese, Asian, Sushi",₹700,"9 AM to 10 PM (Mon-Sat), Sun Closed",3.3
Shree Rathnam,"309, 3rd Floor, The Great India Place, Sector 38-A, Near Sector 38, Noida","South Indian, North Indian, Chinese",₹800,11 AM to 11 PM,3.6
Snacks India,"A-78, Sector 2, Noida","North Indian, Chinese, Fast Food, South Indian",₹450,5 AM to 12 Midnight,2.3
Alaturka,"Food Court, DLF Mall Of India, Sector 18, Noida",Turkish,₹600,12 Noon to 12 Midnight,2.7
Cafe-18,"G-27, Savitri Market, Sector 18, Noida",Fast Food,₹250,24 Hours,3.5
Samarkand,"R-292, Ganga Shopping Complex, Sector 29, Noida","North Indian, Mughlai, Chinese","₹1,500","10 AM to 9 PM (Mon, Wed-Sun), Tue Closed",3.4
Cross Avenue - Radisson Blu,"Radisson Blu Hotel, C-8, 2nd Cross Ave Road, Kasna, Greater Noida, Noida","North Indian, Continental","₹2,200","9 AM to 9 PM (Mon-Wed, Fri-Sun), 9 AM to 11 PM (Thu)",3.8
Debon,"D-1, Alakhnanda Shopping Complex, Sector 28, Noida","Raw Meats, North Indian, Fast Food",₹400,11 AM to 11 PM,4.1
Pikipuu,"A Block, Sector 53, Noida","Desserts, Bakery",₹600,10:30 AM to 11 PM,2.5
The Tandoori Village,"4th Floor, DLF Mall Of India, Sector 18, Noida","North Indian, Mughlai, Chinese","₹2,100",10 AM to 6 PM,3.3
Cafe Coffee Day,"G-54, Sector 18, Noida",Cafe,₹450,11 AM to 11:30 PM,4.1
Kuppies,"A-100, 2nd Floor, Sector 5, Noida","Bakery, Desserts",₹400,"9 AM to 8:30 PM (Mon-Sat), Sun Closed",3.6
The Smoke Factory,"Gardens Galleria Mall, Sector 38, Noida","Chinese, Italian, North Indian","₹2,000",24 Hours,3.5
Foodfellas,"Plot 2B, Noida Express Way, Sector 127, Noida","North Indian, Chinese, Desserts",₹750,11 AM to 11 PM,3.9
Eggspectation - Jaypee Greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida","European, Continental, North Indian","₹2,500",10:30 AM to 9 PM (Mon-Sun),1.9
Wah Ji Wah,"Shop 1, D Block Market, Sector 27, Noida",North Indian,₹500,11 AM to 10 PM (Mon-Sun),3.4
Defence Bakery,"30, C Block Market, Sector 41, Noida","Bakery, Fast Food",₹150,11 AM to 11 PM,3.3
Ohiyo,"H-1A/12, Near HDFC Bank, Sector 63, Noida",Cafe,₹450,"12 Noon to 10 PM (Mon, Wed-Sun), Tue Closed",3.6
Kathi Junction,"Shop 132, Ground Floor, MSX Mall, Greater Noida, Noida","Fast Food, North Indian",₹400,11 AM to 11 PM,2.5
Nawabs - The Taste Of Lucknow,"G 5, Commercial Belt 1, Near Dominos, MSX Tower 1, Alfa 1, Greater Noida, Noida",Lucknowi,₹550,"11 AM to 4 PM, 7 PM to 11 PM",3
Dawat,"S-9, Gamma Shopping Complex, Jagat Farms, Gamma 1, Greater Noida, Noida","North Indian, Mughlai, Chinese",₹800,"12 Noon to 3 PM, 6 PM to 11 PM",2.5
Punjabi Dhaba 61,"8, Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Mughlai, Chinese",₹800,12 Noon to 12 Midnight,3.5
Oh Buoy,"Plot E-94, Near HCL Office, Sector 125, Noida","Mexican, Italian, Fast Food",₹650,11 AM to 1 AM,2.3
Anchor Bar & Kitchen,"C-26/27, Sector 18, Noida","North Indian, Chinese","₹1,300",8 AM to 11 PM,3.2
Speedy Chow,"C-25/9, Stellar IT Park, Sector 62, Noida","Chinese, Thai",₹850,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.3
Aggarwal Bikaneri Sweets,"B-1/3, Near Sector 18 Metro Station, Sector 18, Noida","North Indian, South Indian, Chinese, Street Food, Mithai",₹400,10 AM to 11 PM,3.6
Chef's Bar-Be-Que,"C 102 A, 13/14,, Near, Sector 39, Noida","North Indian, Mughlai, Chinese",₹650,"11 AM to 4 PM, 7 PM to 11 PM",2.5
The Cake Expert's,"11, Block A-2, Sector 110, Noida","Bakery, Desserts, Fast Food",₹250,11:30 AM to 11 PM,3.1
Mr. Hungrryyy,"Shop 3, 1st Floor, Commercial 1, Paras Tiera, Sector 137, Near Sector 132, Noida","Chinese, North Indian",₹650,12 Noon to 11:30 PM,2.6
Chopaal Marwari,"3rd Floor, The Great India Place, Sector 38-A,  Noida","North Indian, Rajasthani",₹600,10 AM to 11 PM,3.4
Handiwala,"G-45, Sector 18, Noida","North Indian, Mughlai, Biryani",₹900,12 Noon to 10 PM,2.6
Nine To Eleven,"Shop 23, Amritpuram, Gamma 1, Greater Noida, Noida","Chinese, North Indian, Mughlai",₹500,12 Noon to 11:30 PM,3.7
Chanda Food,"122, Jaipuria Plaza, Sector 26, Noida",Chinese,₹350,11 AM to 11 PM,2.5
D Hung-er Over,"C-98/27, Sector 41, Noida","Mughlai, Chinese",₹700,"11 AM to 3 PM, 5 PM to 10:30 PM",3.6
Hungry House Pizzas & More,"Shop 28, D Block Market, Sector 27, Noida","Pizza, Fast Food",₹600,11 AM to 11 PM,2.6
Lajwaab Restaurant,"22, Opposite Bal Bharti School, Jalvayu Vihar Shopping Complex, Sector 25, Noida","North Indian, Chinese",₹500,"11 AM to 3 PM, 6:30 PM to 11 PM",3.7
The Chocolate Box Lounge - Radisson Blu,"Radisson Blu Hotel, L-2, Sector 18, Noida","Cafe, Desserts","₹1,000",10 AM to 2 AM,2.7
Chawla's Chic Inn,"2, Alaknanda Market, Sector 28, Noida","North Indian, Mughlai",₹600,11 AM to 11 PM,3.5
Doggy Style,"Location Varies, Sector 62, Noida",Fast Food,₹400,11 AM to 11 PM,2.4
7 Dayz,"2nd Floor, Ansal Plaza Mall, Near Pari Chowk, Greater Noida, Noida","Chinese, Continental, North Indian, South Indian",₹400,"11:30 AM to 4 PM, 7 PM to 11 PM",3.6
UUM,"Shop G-25, Savitri Market, Captain Vijyant Thapar Marg, Pocket A, Sector 18, Noida","American, North Indian",₹350,"11 AM to 4 PM, 6:30 PM to 11 PM",3.6
Royal Vaishali,"Sector 15, Noida","Chinese, North Indian",₹450,8:30 AM to 10 PM,2.7
The Tanya's Cuisine,"Admin Block N, SEZ, Phase 2, Near Sector 110, Noida","North Indian, Mughlai, Chinese",₹500,"10 AM to 10 PM (Mon-Fri), 8 AM to 10 PM (Sat-Sun)",3.3
Cafe Pathshala,"KO-12, Near Amity University, Sector 126, Near Sector 125, Sector 125, Noida","Italian, Chinese, Mexican, Continental, Cafe",₹450,"12:30 PM to 3:30 PM, 6:30 PM to 11 PM (Mon, Wed-Sun), 12:30 PM to 2:30 PM, 6:30 PM to 11 PM (Tue)",2.6
Southern Flavours,"29, Opposite JBM Global School, Sector 132, Noida",South Indian,₹350,12 Noon to 12 Midnight,3.5
The Stonefire Barbeque,"Hotel Ascent Biz, Opposite Unitech Infospace Park, Near Father Agnel School, Sector 62, Noida","Chinese, Continental, North Indian","₹1,200","11 AM to 10 PM (Mon, Wed-Sun), Tue Closed",3.4
Belgian Beer Cafe - Crowne Plaza,"Crowne Plaza, Institutional Green 1, Surajpur Chowk, Greater Noida, Noida","Belgian, North Indian, Finger Food","₹1,500",11 AM to 11 PM,2.5
Chinese Chilli Sizzler,"Central Market, Sector 50, Noida",Chinese,₹400,11 AM to 11 PM,3.6
Barista,"G-33, Atta Market, Sector 18, Noida",Cafe,₹650,7 PM to 11 PM,2.9
Lucknow Wale Kababi,"1, Matrix Tower, Opposite Jaypee Hospital, B-4, Sector 132, Noida","Mughlai, North Indian",₹500,11 AM to 11 PM,3.7
Paatra - Jaypee Greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",North Indian,"₹3,500",11 AM to 11 PM,2.6
The Caspian,"B-1/14, Central Market, Sector 50, Noida","North Indian, Chinese","₹1,000","12 Noon to 11 PM (Mon, Wed-Sun), Tue Closed",3.3
Item No.,"Food Court, DLF Mall Of India, Sector 18, Noida","Biryani, Fast Food",₹500,9 AM to 9 PM,3.6
Chawla Chik Inn,"Omega 1 Market, Commercial Complex, Opposite Amrapali Hospital, Greater Noida, Noida","North Indian, Mughlai",₹800,10 AM to 11 PM,3.6
Gopala,"B-1/7, Central Market, Sector 50, Noida","Mithai, Fast Food",₹250,11 AM to 11 PM,3.3
Top In Town Restro-Bar,"RE-1C, Punjabi Association, Sector 29, Noida","North Indian, Mughlai, Chinese",₹550,24 Hours,2.4
Flying Cakes,"Shop 37, Kanchanjunga Market, Near Shoprix Mall, Sector 53, Noida",Bakery,₹350,9:30 AM to 11 PM,3.5
Wrapster,"Near Astha Medicos B Block Market, Sector 15, Noida",Fast Food,₹450,9 AM to 11 PM (Mon-Sun),2.6
Frequent Bakes,"RN 4, Rasulpur Nawada, Near SRS Value Bazaar, Sector 62, Noida","Bakery, Desserts, Fast Food",₹350,"7 PM to 11:30 PM (Mon, Wed-Fri), 12:30 PM to 3 PM, 7 PM to 11:30 PM (Sat-Sun), Tue Closed",3.5
The Feast,"Sector 93, Noida","North Indian, Continental",₹400,11 AM to 11 PM,3.9
Time to Tea,"C-98/27, Jain Road, Sector 41, Noida","Fast Food, Beverages",₹350,10 AM to 9:30 PM,3.4
La Brezza - Jaypee Greens Golf & Spa Resort,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",Italian,"₹2,500","12 Noon to 4 PM, 6 PM to 12 Midnight",3.7
Khan's Khati Rolls,"G-24-26, Savitri Market, Sector 18, Noida","North Indian, Street Food",₹400,10 AM to 11 PM,2.3
Café Doo Ghoont,"AG-13, Atrium Floor, Ansal Plaza Mall, Greater Noida, Noida","Cafe, Continental",₹600,11 AM to 11 PM,2.8
Peshawari Delux Restaurant,"C Block Market, Sector 41, Noida","North Indian, Chinese",₹700,11 AM to 11 PM,3.1
JSB Ever Green Cool Point,"25, C Block Market, Sector 41, Noida","North Indian, Chinese, Fast Food, Desserts",₹450,"11 AM to 5 PM, 7 PM to 10:30 PM",3.5
Dev's Restaurant & Bar,"Plot 16, Block C-58/15A, Sector 62, Noida","North Indian, Mughlai, Chinese",₹700,7 PM to 11:30 PM,3.2
Pipa,"160, Ground Floor, Block 3, Ganga Shopping Complex, Sector 29, Noida","Cafe, Italian",₹350,"11 AM to 11 PM (Mon, Wed-Sun), Tue Closed",3.3
Angeethi Se,"Shop 105, Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Chinese",₹600,10 AM to 10 PM,3
Latitude - Mosaic Hotels,"Mosaic Hotels, C-1, Sector 18, Noida","North Indian, Chinese","₹1,700",8 AM to 10:30 PM,3.6
Urban Zaika,"22, Godawari Complex, Sector 37, Noida","North Indian, Mughlai, Chinese",₹500,11 AM to 9 PM,3.3
Jack Po!tato's,"Basment 1, The Great India Place, Sector 38, Near Sector 18, Noida",Fast Food,₹150,"11 AM to 10 PM (Tue-Sun), Mon Closed",2.7
JSB Evergreen Snack & Sweets,"Brahmaputra Shopping Complex, Sector 29, Noida","North Indian, Fast Food, Mithai, Street Food",₹200,11 AM to 10:30 PM,3.3
Appu Ghar Express,"105, A2, Sector 38 A, Sector 38, Noida","North Indian, Chinese, Continental",₹600,10 AM to 11 PM,3.4
Alley's Urbane Cafe,"Main Road, Opposite Pathways Noida, Near PNB, Sector 104, Near Sector 110, Noida","Cafe, Italian, Chinese",₹400,12:30 PM to 11 PM,3.3
Krispy Kreme,"1-K4, Ground Floor, Near West Gate, DLF Mall of India, Sector 18, Noida","Desserts, Beverages",₹350,9 AM to 12 Midnight,3.5
Snack Adda,"Plot 308, Sector 44, Noida","North Indian, Chinese, Fast Food",₹600,"12:30 PM to 3:30 PM, 7 PM to 11 PM",2.7
#Urban Café,"LG-06, Amrapali Arcade-1, Amrapali Sapphire, Sector 45, Noida","Italian, Chinese",₹500,11 AM to 11 PM,3.7
Super Cake Shop,"CBR Complex, Sector 15, Noida",Bakery,₹300,"11 AM to 11 PM (Mon, Wed-Sun), 5 PM to 11 PM (Tue)",3.5
Mosaic - Crowne Plaza Greater Noida,"Crowne Plaza, Institutional Green 1, Surajpur Chowk, Greater Noida, Noida","Chinese, Continental, North Indian","₹3,200",11 AM to 10 PM,3.4
Starbucks,"Gardens Galleria, Near The Great India Place Mall, Sector 38A, Noida",Cafe,₹700,8 AM to 10 PM,3.2
Cafe Fusion,"Shop 10, Sharma Market, Sector 37, Noida","Cafe, Fast Food",₹350,11 AM to 10:30 PM,3.6
Hot & Sour,"Near Ganga Shopping Complex, Sector 29, Noida",Chinese,₹450,12 Noon to 4 AM,3.4
Fudroo.com,"Plot 3, Street 1, Bakhtawarpur, Sector 127, Noida","North Indian, South Indian, Italian, Desserts",₹350,"7 AM to 10:30 AM, 12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",2.4
Fruti Crown,"1, Sharma Market, Sector 37, Noida",Beverages,₹250,"12:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",2.7
Grand Royal Nightclub,"5th Floor, Center Stage Mall, Sector 18, Noida",Finger Food,"₹1,800","11 AM to 3 PM, 6 PM to 10:30 PM",3.3
Earthen Oven - Fortune Inn Grazia,"Fortune Inn Grazia, Block-I, Plot 1A, Sector 27, Noida","North Indian, Mughlai","₹1,200",9:30 AM to 9 PM,2.8
Sultanate of Spice,"Shop 5, Alaknanda Shopping Complex, Sector 28, Noida","Biryani, Mughlai, North Indian",₹500,10 AM to 10 PM,3
The New Koyla Kitchen,"162-A, Sector 110, Noida","North Indian, Chinese",₹600,"12 Noon to 4 PM, 7 PM to 1 AM",2.8
Cake-n-Cafe,"10-11, Gamma-E Market, Near Vijaya Bank Farm, Greater Noida, Noida","Bakery, Desserts, Fast Food",₹200,"10 AM to 11:30 PM (Mon-Fri), 11 AM to 8 PM (Sat), Sun Closed",3.3
Dosa Plaza,"Ground Floor, Ansal Plaza Mall, Greater Noida, Noida",South Indian,₹300,"12:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",3.4
Shahenshah,"Near City Center Metro Station, Noida, Sector 51, Noida","North Indian, Mughlai",₹500,"8 AM to 11 PM (Mon, Wed-Sun), Tue Closed",3.3
Tea Halt,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Sector 132, Noida",Cafe,₹400,11 AM to 11 PM,2.7
Backstreet Kitchen,"12-A, Near Community Centre, Sector 104, Near, Sector 110, Noida","North Indian, Mughlai, Chinese",₹500,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",3.5
MIRCH - My Indian Rolls and Curry House,"Shop 2 & 6,1st Floor, A Block Market, Sector 44, Noida",North Indian,₹600,9:30 AM to 9 PM,3.2
Reena Restaurant,"Dharam Market, Behind Sab Mall, Atta Market, Sector 18, Noida","Chinese, South Indian, North Indian",₹400,11 AM to 11 PM,3.4
Dhaba at Atta,"G-56, 1st Floor, Sector 18, Noida","North Indian, Mughlai",₹800,"5 PM to 10 PM (Mon-Fri), 1 PM to 10 PM (Sat-Sun)",2.7
Chef's Paradise,"B 91, Sector 2, Noida","North Indian, Mughlai, Chinese",₹400,11 AM to 11 PM,3.3
Tadka And Grill,"Opposite Pathways School, Main Road, Sector 104, Near Sector 110, Noida",North Indian,₹600,"10 AM to 10:30 PM (Mon-Sat), Sun Closed",2.7
TFL-The Food Label,"Eldeco Utopia, Silver City Crossing, Sector 93, Noida","North Indian, Fast Food",₹300,"11 AM to 11 PM (Mon, Wed-Sun), Tuesday Closed",3.3
Satellite Pizza,"Shop 11-A, JM Orchid, Sector 76, Near, Sector 72, Noida","Pizza, Fast Food",₹500,11 AM to 11 PM,2.8
Republic's @ Dhaba,"KT-08, Food Court, Steller IT Park, Sector 62, Noida","North Indian, Street Food",₹750,12 Noon to 12:45 AM,2.4
Gulnar,"R2, Block B 8A, Amaltash Market, Sector 34, Noida","North Indian, Chinese, Mughlai",₹550,10 AM to 9:45 PM,3.3
Grand Eatery,"B Block Market, Sector 62, Noida","North Indian, Chinese, Mughlai, Fast Food",₹600,"6 PM to 11 PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)",2.6
@ Links - Radisson Blu,"Radisson Blu Hotel, L-2, Sector 18, Noida","Finger Food, North Indian","₹3,000","11:30 AM to 4 PM, 7 PM to 11 PM",3.4
Hungry - I,"Shop 17,  Ashirwad Complex, Opposite Pathways, Sector 104, Near Sector 110, Sector 110, Noida","Cafe, Italian, Continental, Chinese, Fast Food",₹450,12 Noon to 11 PM,2.4
Being Truckers,"Location Varies, Sector 110, Noida",Fast Food,₹500,10 AM to 11 PM,2.9
Food Club,"Shop 11, First Floor, H Block, Sector 12, Noida","North Indian, Chinese, Fast Food",₹400,"12 Noon to 4:30 PM, 7 PM to 11 PM",2.7
NSD Resto Bar & Kitchen,"D-2C, Basement Level, Sector 18 Market, Sector 18, Noida","North Indian, Chinese, Continental","₹1,000",11 AM to 11 PM,2.7
Mr. Sub,"Logix Mall, Sector 32, Near Sector 33, Sector 33, Noida",Fast Food,₹400,11 AM to 11 PM,3.5
Mahi Rasoi,"5, Block X-1A, Above Axis Bank, Sector 12, Noida",North Indian,₹500,9 AM to 10 PM,2.7
Desi Galli,"Behind Harsha Mall, Alpha 1, Commercial Belt, Greater Noida, Noida","North Indian, Chinese",₹500,"11 AM to 9:45 PM (Mon, Wed-Sun), 4 PM to 9:45 PM (Tue)",2.8
Flying Cakes,"Shop 3, Near Jaypee Hospital, Sector 132, Noida",Bakery,₹350,11 AM to 11 PM,3.5
Gangaur Sweets,"20-23, A Square Buiding, Opposite  Global Indian International School,  Sector 73, Near Sector 72, Sector 72, Noida","North Indian, South Indian, Chinese, Mithai",₹500,12 Noon to 11 PM,3.3
Bistro 37 - The Patio,"K-3, Godavari Complex, Sector 37, Noida","Cafe, Continental",₹300,"11 AM to 11 PM (Mon, Wed-Sun), Tue Closed",3.3
Zaika,"Tradex Tower 2, Alpha Commercial Belt, Alpha 1, Greater Noida, Noida","North Indian, Mughlai",₹600,8 AM to 10:30 PM,3.6
Yu Turn,"R-2, Recreation Area, YMCA Complex, Opposite JP Golf Course, Greater Noida, Noida","North Indian, Chinese, Thai",₹450,11 AM to 11 PM,3.1
Looters Pizzeria,"Shop 10, Daya Nand Market, Behind Arya Samaj Mandir, Sector 33, Noida",Pizza,₹600,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",3.3
Mithaas Sweets,"Ground Floor, Ashirwad Complex, Sector 53, Noida","Mithai, Street Food",₹200,"3:30 PM to 11 PM (Tue-Sun), Mon Closed",2.6
Kasba,"Shop 8, JM Orchid, Sector 76, Near Sector 72, Noida","North Indian, Chinese",₹500,11 AM to 11 PM,3.4
Kavita's Restaurant,"C Block Market, Nilgiri Shopping Complex, Sector 34, Noida","North Indian, Mughlai, Chinese",₹550,11:30 AM to 11:30 PM,2.4
Uncle Sam’s Cafe,"Shop 11, Side Tower B, Amrapali Princely Estate, Sector 76, Near, Sector 72, Noida","Italian, Fast Food",₹600,10:30 AM to 8 PM,3.3
Shawarma Xpress,"Shop 302, 2nd Floor, Spice World Mall, Sector 25, Noida","Fast Food, Lebanese",₹450,"12 Noon to 4 PM, 7 PM to 11 PM",3.4
Not Just Dilli,"Food Court, Logix City Centre, Sector 32, Near Sector 33, Noida",Street Food,₹450,11 AM to 11 PM,3.3
Laser Wars Lounge,"KO-17, Opposite Amity Gate-2, Sector 127, Noida",Fast Food,₹500,11 AM to 11 PM,3.3
Punjabi Pakwaan,"Supertech Emerald Club, Plot 4, Sector 93-A, Near Sector 93, Sector 93, Noida","North Indian, Mughlai, Chinese",₹800,8 AM to 11 PM,3.3
Lite N Bite,"Shop 21, Kanchunga Market, Sector 53, Noida","North Indian, Mughlai",₹500,11 AM to 11 PM,2.6
THEE POT,"Shop 17, Godavari Market, Sector 37, Noida",Fast Food,₹400,11 AM to 11 PM,3.5
Shree Rathnam,"A-8, Ground Floor, Advent I.T. Park, Sector 142, Near Sector 132, Noida","North Indian, South Indian, Chinese",₹600,11:30 AM to 11 PM,2.4
More Than Cafe,"Shop 12, C Block Market, Sector 41, Noida","Cafe, Continental, Fast Food",₹400,"4:30 PM to 10:35 PM (Mon),11:45 AM to 10:35 PM (Tue-Sun)",2.5
The Coffee Bean & Tea Leaf,"3rd Floor, The Great India Place Mall, Sector 38 A, Near Sector 38, Sector 38, Noida",Cafe,₹700,"11 AM to 4 PM, 6:30 PM to 11 PM",3.3
Saleem's Takeaway,"D 68/K1, Jaipuria Plaza, Sector 26, Noida","North Indian, Mughlai, Chinese",₹600,8 AM to 1 AM,3.1
Al Bake,"Shop 5, Godavari Complex, Sector 37, Noida",Fast Food,₹300,"10:30 AM to 11:30 PM (Mon-Tue, Thu-Sun), Wed Closed",2.5
Sagar Dhaba,"Sher Singh Market, Naya Bans, Sector 15, Noida",North Indian,₹350,7 PM to 5 AM (Mon-Sun),3.1
Public Cafe,"2, Shopping Planet, Sector 48, Noida","Cafe, Chinese",₹450,11 AM to 12 Midnight,2.7
Rendezvous Calcutta,"305, Food Court, Sector 25-A, Near, Sector 25, Noida","Bengali, North Indian",₹500,11 AM to 10:30 PM,2.8
Nite Bites,"Sector 18, Noida","North Indian, Chinese, Continental",₹500,10 AM to 10 PM,2.7
Food 18,"G- 16 & 17, Ground Floor, Chokhani Square, Sector 18, Noida","North Indian, South Indian, Chinese, Fast Food",₹400,12 Noon to 12 Midnight,2.7
Anands,"G-15, Krishna Apra Plaza, Commercial Belt, Near State Bank of India, Alfa 1, Greater Noida, Noida","Chinese, North Indian",₹500,12:30 PM to 11:30 PM,3
Bhaiya Ji Dhaba,"Opposite H-91, Sector 63, Noida","North Indian, Mughlai",₹450,"8 AM to 9 PM (Mon-Sat), Sun Closed",3.1
The Kitchen,"G-25, Savitri Market, Sector 31, Noida","Continental, North Indian",₹200,8 AM to 8 PM,2.9
Barrack 62 The Gastro Pub,"Hotel Ascent Biz, Opposite Unitech Infospace park, Near Father Agnel School, Sector 62, Noida","Finger Food, Continental, North Indian",₹800,1 PM to 11 PM,3.5
Healthy Bite,"B-85, Sector 63, Noida","North Indian, Chinese, Street Food",₹200,11 AM to 11 PM,3.3
Truffle Muffle,"Sector 29, Noida","Bakery, Desserts",₹300,"9 AM to 10 PM (Mon-Sat), Sun Closed",2.8
Oye Bhukkad,"Shop 12, B Block Market, Sector 23, Noida","North Indian, Chinese",₹350,10 AM to 10 PM,3.4
Sanskriti The Family Restaurant,"24, Basement, GM Mall, Opposite Punjab National Bank, Near Honey Money Top, Jagath Farm, Gamma 1, Greater Noida, Noida","North Indian, South Indian, Chinese",₹700,11 AM to 11 PM,3.2
