Churli,"RA-11, Opposite Gate 2A, Amity University, Sector 126, Near Sector 125, Noida","North Indian, Fast Food, South Indian",₹550,11 AM to 10:30 PM,3.2
The Artful Baker,"1st Floor, DLF Mall of India, Sector 18, Noida","Bakery, Fast Food",₹600,11 AM to 11 PM,3.2
Divine Curries,"FC 23, Film City Noida, Sector 16 A, Sector 16, Noida","North Indian, South Indian, Chinese",₹700,"8 A.M. to 11 P.M. (Mon, Wed-Sun), Tue Closed",3.4
Eatlo,"Sector 63, Noida","Street Food, Fast Food",₹600,11 AM to 11 PM,3.3
Baskin Robbins,"N 7, Opposite HSBC Bank, Sector 18, Noida",Ice Cream,₹300,11 AM to 10 PM,2.4
Walking Street,"Opposite Pathways School, Hazipur Village, Sector 110, Noida","North Indian, Mughlai, Chinese",₹700,24 Hours,3.4
Mandarin Express,"1, Food Court, Centre Stage Mall, Sector 18, Noida",Chinese,₹450,9 AM to 8 PM,3.3
Thirsty Scholar Cafe,"SF 256, Second Floor, Ansal Plaza Mall, Near Pari Chowk, Greater Noida, Noida",Cafe,₹450,10:30 AM to 11 PM,3.2
Sanjay Gupta Parantha Corner,"D-15, Near Bishanpura Village, Sector 58, Noida","Chinese, North Indian",₹300,24 Hours,2.8
Get Grubs,"Tower A, Tech Boulevard, Plot 6, Sector 127, Noida","Fast Food, Burger",₹350,11 A.M. to 10 P.M.,3.5
Bikano Chat Cafe,"2nd Floor, The Great India Place Mall, Sector 38, Noida","North Indian, Street Food, South Indian, Fast Food, Chinese",₹500,"12 Noon to 4 PM, 7 PM to 10:30 PM (Mon-Fri), 12 Noon to 10:30 PM (Sat-Sun)",3.3
Twenty Four Seven,"1-2, D Block, Sector 18, Noida",Fast Food,₹250,11 AM to 11:30 PM,2.7
Tadqa Homemade,"Sector 63, Noida","North Indian, Mughlai",₹300,12 Noon to 11 PM,3.1
Yumm Biryani,"Shop 18, Ashirwad Complex, Sector 104, Near Sector 110, Sector 110, Noida","Biryani, Mughlai",₹550,"9:30 AM to 3 PM, 5:30 PM to 10 PM",3.2
Punjabi Chaska,"1, Opposite Samvedna Hospital, Sector 48, Noida","North Indian, Mughlai, Chinese",₹550,9 AM to 10 PM,2.8
Nine Curry,"Shop 5 & 6, Amarpali Zodiac, Sector 120, Sector 72, Noida","North Indian, Chinese, Mughlai",₹500,8 AM to 1 AM,3.2
Sanjha Chulha,"1, Street 9, Jagat Farm, Opposite Royal House Furniture, Greater Noida, Noida","Chinese, North Indian",₹250,6:30 PM to 11 PM,2.6
Republic of Chicken,"17, Jalvayu Vihar Shopping Complex, Sector 25, Noida","Raw Meats, Fast Food",₹400,"1:30 PM to 4:30 PM, 6:30 PM to 9:30 PM",3.4
Public Cafe,"Shop 29, D Block Market, Sector 27, Noida","Cafe, Fast Food",₹450,11 AM to 11 PM,2.9
Satin - Radisson Blu,"Radisson Blu Hotel, C-8, 2nd Cross Ave Road, Kasna, Greater Noida, Noida","Japanese, Korean, Chinese, Thai","₹2,000",11 AM to 11 PM,2.6
Aamantran Bangla,"Sector 51, Noida","Bengali, North Indian",₹650,11 AM to 11 PM,2.7
City Hut,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida","North Indian, Chinese",₹700,"12 Noon to 3:30 PM, 7:30 PM to 11 PM",3.3
Babbe Da Dhaba,"Main Road, I Block, Near Shiv Mandir, Sector 22, Noida","North Indian, Chinese",₹350,11 AM to 11 PM,3.1
Relm,"J-21, Opposite Center Stage Mall, Sector 18, Noida","Continental, North Indian, Chinese, Italian",₹750,11 AM to 11 PM,3.3
Grain And Salt,"Shop 6/7/8, Chauhan Market, Sector 137, Near Sector 132, Sector 132, Noida","North Indian, Chinese",₹700,10 AM to 10 PM,3.4
Andaaz E Paranthas,"306, 2nd Floor, Food Court, Spice World Mall, Sector 25, Noida","North Indian, Mughlai",₹550,11 AM to 10 PM,3.3
Dosa Plaza,"B 1/9-10, Near Mosiac Hotel, Sector 18, Noida","South Indian, North Indian, Chinese, Fast Food",₹450,"9:30 AM to 9:30 PM (Mon, Wed-Sun), Tue Closed",3.3
GJ's Café Querido,"Shop A-3, Ground Floor Shopping Complex, F Block Market, Beta 2, Greater Noida, Noida","Cafe, Fast Food",₹250,6 AM to 11 PM,3.3
PVR Gourmet Popcorn,"2K2A, First Floor, DLF Mall of India, M-03, Sector 18, Noida",Fast Food,₹250,"10 AM to 10 PM (Mon-Fri), 8 AM to 10 PM (Sat-Sun)",2.5
Royal Empire Meat Shop,"B-1/48, Central Market, Sector 50, Noida","Raw Meats, Fast Food",₹400,10 AM to 10 PM,2.4
Kanha Sweet,"A-2/33, Sector 110, Noida","Street Food, Desserts, Mithai",₹150,"11 AM to 10:30 PM (Mon-Sat), Sun Closed",3.3
Southern Flavours,"Eldeco Studio, Plot 3, Sector 93-A, Near Sector 93, Noida",South Indian,₹350,11 AM to 11 PM,3.4
Chennai Darbar,"Shop 1, 1st Floor, BJ Mart, Street 1, Jagat Farm, Sector Gamma 1, Greater Noida, Noida","South Indian, Mughlai",₹500,11 AM to 11 PM,3
Curry On,"Gate 2, Near Weigh Bridge, Economic Zone, Sector 82, Near, Sector 83, Noida","North Indian, South Indian, Chinese",₹350,10 AM to 10 PM,2.9
Zaika Hindustani,"107 & 109, Jaipuria Plaza, Sector 26, Noida","Mughlai, North Indian, Chinese",₹600,11 AM to 10 PM (Mon-Sun),2.8
Punjabi Pakwaan,"Shop 39 & 40, L-93-A, Sector 11, Noida","North Indian, Chinese",₹800,10 AM to 10 PM,3.5
JSB Evergreen Snack & Sweets,"C Block Market, Sector 41, Noida","North Indian, Fast Food, Mithai, Street Food",₹200,"1 PM to 2 AM (Mon-Thu), 1 PM to 3 AM (Fri-Sun)",3.5
Chocolate Desire,"A-109, sector-46, noida, Sector 19, Noida",Desserts,₹300,"12 Noon to 3 PM, 6 PM to 11 PM (Mon, Tue, Thu, Fri, Sat, Sun), 12 Noon to 3 PM, 6 PM to 8 PM (Wed)",2.7
Meat Junction,"Ground Floor, Centre Stage Mall, Sector 18, Noida","Raw Meats, Mughlai",₹450,11 AM to 11 PM,3.4
Nawabi Mughlai Zaika,"Sector 41, Noida","North Indian, Mughlai",₹550,11 AM to 11 PM,3.3
Noshh,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104 , Noida",North Indian,₹700,"12 Midnight to 3 AM, 6 PM to 12 Midnight (Mon, Tue, Thu), 6 AM to 3 PM (Wed),12 Midnight to 4 PM, 6 PM to 12 Midnight (Fri),6 AM to 4 PM (Sat-Sun)",3.4
Juice Lounge,"Food Court, DLF Mall Of India, Sector 18, Noida","Juices, Fast Food",₹300,9 AM to 7 PM,3.3
Maska Masala,"Plot 3, Block A-3, Sector 110, Noida",North Indian,₹700,9 AM to 7 PM,3.4
Gelato Vinto,"The Great India Place Mall, Sector 38 A, Sector 38, Noida","Desserts, Ice Cream",₹250,11 AM to 11 PM,3
Hurrys Paratha,"Near Sector 16 Metro Station, Road 1-B, Lt. Vijayant Thapar Marg, Sector 16, Noida",Fast Food,₹200,"8 AM to 3 PM, 5 PM to 11 PM",3.4
BakeAffair,"A-60, Sector 61, Noida","Bakery, Desserts",₹300,11 AM to 12 Midnight,3.4
Chaayos Delivery,"DND Road, Sector 9, Noida",Tea,₹500,11 AM to 11 PM,3.4
Simran's Cake Studio,"D Block, Sector 15, Noida","Desserts, Bakery",₹250,"10 AM to 9 PM (Mon, Wed-Sun), Tue Closed",2.6
Nirmala's - Restaurant and Catering Services,"Shop 1, Near Neo Hospital, Sector 50, Noida","North Indian, Chinese",₹450,7 PM to 11:30 PM,3.3
Vinny's Restro Bar,"B 10, Sector 18, Noida","Chinese, North Indian","₹1,300","11 AM to 4 PM, 6:30 PM to 11 PM",2.8
Red Capsicum,"B-7, Sector 110, Noida",North Indian,₹500,11 AM to 11:30 PM,3
Meat Point,"G-1, JMD House, RN 3, B Block, Sector 62, Noida","Raw Meats, Fast Food",₹300,12 Noon to 11 PM,2.7
New Town Lounge - Park Plaza,"Park Plaza Hotel, C Block, Sector 55, Noida",Continental,"₹2,000",11 AM to 11 PM,-
Chaupaal,"E Block, SDF, NSEZ Phase 2, Sector 110, Noida","North Indian, Mughlai, Chinese",₹800,12 Noon to 12 Midnight,3.3
The Noodle Box Co.,"Shop 7, Alpha 1 Commercial Belt, Greater Noida, Noida","Chinese, Thai, Asian",₹900,10 AM to 10 PM,2.9
Saheb's Restaurant,"3, I-25, Sector 12, Noida","North Indian, Chinese, Mughlai, Fast Food",₹550,10 AM to 10 PM,3.5
Walk In The Woods,"P-18, Sector 18, Noida","North Indian, Mughlai, Chinese","₹1,400",11 AM to 10 PM,3
Veg Ex,"Near GIP Mall, Sector 18, Noida",North Indian,₹500,"11 AM to 4:30 PM, 7 PM to 11 PM",2.9
WTF - World's Tastiest Food,"G-28, Sector 18, Noida","North Indian, Chinese",₹800,11 AM to 11 PM,2.8
Kafe Republic,"Shop 4, Ground Floor, NQI Plaza, Alpha 1 Commercial Belt, Greater Noida, Noida","Fast Food, Street Food",₹300,12 Noon to 10:30 PM,2.8
Lazzez's,"K-1-4, Kanchanjunga Market, Sector 53, Noida","Chinese, North Indian, Mughlai, Raw Meats",₹600,11 AM to 11 PM (Mon-Sun),3.1
Burger's Kitchen,"X Block Market, Sector 12, Noida","Fast Food, Burger",₹250,"11 AM to 10 PM (Mon-Sat), Sun Closed",3.4
New Soni Dhaba,"Amritpuram Gama 1, Jagat Farm, Greater Noida, Noida",North Indian,₹300,11 AM to 11 PM,3.3
China Hot,"C Block Market, Sector 41, Noida",Chinese,₹400,"1 PM to 11:30 PM (Mon-Fri), Sat & Sun Closed",3.2
Food Tamasha & Co.,"Greater Noida, Noida",North Indian,₹600,11 AM to 11 PM,3.2
Sky Grill,"2nd Floor, Tulip Mall, Sector 48, Noida","North Indian, Chinese",₹700,11 AM to 11 PM (Mon-Sun),3.3
Mix n Twist,"Location Varies, Amity University, Sector 125, Noida",Fast Food,₹250,11 AM to 11 PM,3.2
Tibb's Frankie,"Food Court, Shopping Planet, Near Value Bazaar, Sector 48, Noida",Fast Food,₹250,10 AM to 10:30 PM,2.7
Rolling Beans,"Near HCL Technologies, Sector 126, Near Sector 127, Noida",North Indian,₹250,11 AM to 11 PM,3.1
Delicious Junction Restaurant,"Tulip Mall, Sector 48, Noida",North Indian,₹600,11 AM to 10:30 PM,3.1
Rotees n More,"Shop 118, Jaipuria Plaza, Sector 26, Noida","North Indian, Chinese",₹200,"11 AM to 4 PM, 6 PM to 12 Midnight",2.6
Rasoi E Punjab,"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida",North Indian,₹500,"12 Noon to 3:30 PM, 6:30 PM to 11 PM",2.9
7 Mile Stone,"17, Amritpuram, Gamma 1, Greater Noida, Noida",Chinese,₹300,11 AM to 11 PM,2.6
Sanskriti Foods,"Near Vrinda Garden, Hoshiarpur Village, Sector 51, Noida","Fast Food, Chinese, North Indian",₹550,10 AM to 10 PM,2.8
Krunchies,"Shop 2, Bhanu Market, Opposite Valley Bazar, Sector 44, Noida",Fast Food,₹200,11 AM to 10 PM,3.3
Chauhan Vatika Restaurant,"24, B-12, Sector 34, Noida","North Indian, Chinese",₹450,11 AM to 11 PM,3.2
New Vishal's Kitchen,"Shop 142, Block 3, Ganga Shopping Complex, Sector 29, Noida","North Indian, Chinese",₹600,11 AM to 11 PM,3.4
Royal Rasoi,"1st Floor, Sri Luxmi Plaza, Behind Ansal Plaza, KP 1, Greater Noida, Noida","North Indian, Mughlai",₹600,11 AM to 11 PM,2.8
Wabi Sabi,"Shop 7 & 8, Near ELT, Choudhary Dharam Singh Market, Sector 93, Noida","Bakery, Fast Food, Desserts",₹300,10 AM to 11 PM,3.2
Cafe Happy Go Lucky,"228, Gurubaksh Plaza, Jagat Farms, Gamma 1, Greater Noida, Noida","North Indian, Chinese, Fast Food",₹700,10 AM to 11:30 PM,2.8
Urban Spices,"Shop 15, JM Orchid, Sector 76, Near, Sector 72, Noida","North Indian, Mughlai, Chinese",₹650,"11 AM to 3 PM, 6 PM to 11 PM",2.7
Uncle's,"Jalvayu Vihar Community Centre, Sector 21, Noida","North Indian, Chinese",₹550,11 AM to 11 PM,3.3
Vegas 50,"B-1/17, First Floor, Central Market, Sector 50, Noida","Mexican, Italian, Continental, North Indian, Chinese",₹500,10 AM to 10 PM,3.1
Grill Point,"Alaknanda Shopping Complex, Sector 28, Noida",Fast Food,₹200,11 AM to 11 PM,3
Noodle Zone,"Food Court, 2nd Floor, Spice World Mall, Sector 25-A, Near, Sector 25, Noida",Chinese,₹300,9 AM to 10 PM,3
World Bites Restaurant,"RN-15, B Block, Behind Bank of Maharashtra, Sector 62, Noida","North Indian, South Indian, Chinese, Mughlai, Fast Food",₹500,12 Noon to 11 PM,2.6
Zaika,"GF-1, Omaxe NRI City Centre, Tower C, Omega 2, Near Pari Chowk, Greater Noida, Noida","North Indian, Mughlai",₹600,11 AM to 11 PM,3
Lazeez Restaurant,"Jagat Farm, Gamma 1, Amritpuram, Greater Noida, Noida","Biryani, North Indian",₹400,11 AM to 11 PM,2.6
Chinese By Nature,"GDA Market, Near HDFC Bank, Sector 110, Noida",Chinese,₹400,10 AM to 10 PM,3.1
Royale Bakers,"Commercial Complex, Alpha 1, Greater Noida, Noida","Bakery, Fast Food, Desserts",₹250,9 AM to 12 Midnight,3.5
Al Saad Karimes,"Labour Chowk, Sector 58, Noida","North Indian, Mughlai",₹550,8 AM to 10 PM,3.2
Green Chillys,"Shop 5B, Gurunanank Plaza, Jagat Farm, Gamma-1, Greater Noida, Noida","North Indian, Chinese",₹650,10:30 AM to 10:30 PM,2.8
Hunger's Hub,"1, Jalvayu Vihar, Shopping Complex, Sector 25, Noida","North Indian, Chinese",₹550,"11:30 AM to 10 PM (Mon, Wed-Sun), Tue Closed",3.3
Roshni Egg Roll Corner,"Opposite Gurbaksh Plaza, Jagat Farm, Greater Noida, Noida","Chinese, Street Food",₹200,"12:30 PM to 11 PM (Mon, Thu, Fri, Sat, Sun), Closed (Tue),12 Noon to 11 PM (Wed)",3.4
Chandni Chowk Ke Mashhoor Paranthe,"G-24B, Savitri Market, Sector 18, Noida",North Indian,₹100,10:30 AM to 10 PM,2.9
Mithaas Sweets,"RN-1, B Block, Sector 62, Noida","Mithai, Street Food",₹200,8 AM to 1 AM,3.3
Gee Pee,"Shop 1, F Block Market, Jal Vayu Vihar, Sector 21, Noida",Chinese,₹300,11 AM to 11 PM,2.7
Kebab King,"Near Amity School, Sector 44, Noida",North Indian,₹400,1 PM to 12 Midnight,-
Baadshahi,"Sector 50, Noida",Mughlai,₹350,11:30 AM to 11:30 PM,3.1
Uncle's Patty,"21/A, Krishna Apra Plaza, Commercial Belt, Alpha 1, Greater Noida, Noida",Fast Food,₹500,"11 AM to 11 PM (Mon-Tue), 11 AM to 11:30 PM (Wed-Fri, Sun), 11 AM to 12:30 PM (Sat)",3.3
Public Cafe,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida","Fast Food, Chinese, Italian",₹450,11 AM to 11 PM,2.6
Chef's Signature,"DLF Mall of India, Sector 18, Noida","Mughlai, Biryani",₹800,10 AM to 11 PM,2.7
Rolling Beans,"Near Genpact & Unitech Infospace, Sector 135, Near Sector 132, Noida",South Indian,₹200,11 AM to 11 PM,3.4
Yamu's Panchayat,"4, Alaknanda Shopping Complex, Sector 28, Noida",Street Food,₹150,12 Noon to 12 Midnight,2.8
Himalaya,"Near JS Arcade, Atta Market, Sector 18, Noida",North Indian,₹750,"11:30 AM to 3:30 PM, 7 PM to 10:30 PM",3.2
Rezia Corner,"RN-1, B Block Market, Sector 62, Noida","North Indian, Bengali",₹400,11 AM to 11 PM,2.6
Sourabh Ice Cream Parlour,"Shop 3, Behind Metro Hospital, Sector 12, Noida",Desserts,₹100,24 Hours,2.8
Delhi 6,"Shopping Planet, Dadri Road, Sector 48, Noida","Street Food, Juices",₹300,7 AM to 10 PM,3.2
Matrix - Jaypee Greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",Finger Food,"₹2,000",11:55 AM to 10:55 PM,2.8
Mudrika Foods,"16-A, Block B-8-A, Amaltash Market, Sector 34, Noida","North Indian, Mughlai, Chinese",₹550,11 AM to 11 PM,2.8
Lumbini Food Point,"Near Sharma Clinic, C Block, Sector 19, Noida",Fast Food,₹400,11 AM to 11 PM,3.5
Shankar Fast Food,"B Block, Near HCL Call Center, Sector 59, Noida","Chinese, North Indian, South Indian",₹350,"7 AM to 5 PM (Mon-Fri), 10 AM to 5 PM (Sat-Sun)",3.2
Choudhary Sweets,"Shop 9, Godavari Complex, Sector 37, Noida","Mithai, Street Food",₹200,10 AM to 11 PM,3.2
Scrummy Bites,"Shop 6, N Block, Sector 12, Noida","North Indian, Chinese",₹350,10 AM to 10:30 PM,2.8
Cakewalk - Park Plaza,"Park Plaza Hotel, C Block, Sector 55, Noida",Desserts,"₹1,000",9 AM to 9 PM,2.8
Hong Kong,"S-5, Gamma Shopping Complex, Jagat Farm, Greater Noida, Noida","Chinese, Thai, North Indian","₹1,200",11 AM to 11 PM,3.2
Fit Food Factory,"Near Amity University Gate 2, Sector 125, Noida","Continental, Italian, Fast Food",₹600,11 AM to 4 AM,2.7
Sri Kanha Restaurant,"10/3, 1st Floor, Shri Lakhmi Plaza, Tugalpur, Main Road, Behind Ansal Plaza, Near Pari Chowk, Greater Noida, Noida","North Indian, Chinese, Fast Food",₹450,10 AM to 10 PM,3.1
Green Chick Chop,"C-98/18, Sector 41, Noida","Raw Meats, North Indian, Fast Food",₹350,24 Hours,2.9
Chocopur,"Near HDFC ATM, Sector 49, Noida","Bakery, Desserts",₹500,10 AM to 12 Midnight,2.6
Swaad,"3, Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Chinese",₹600,12 Noon to 12 Midnight,2.9
Mirchievous,"Noida Sec 72, Sector 72, Noida",North Indian,₹300,12 Noon to 11 PM,3.2
Bon Bon Pastry Shop,"Opposite B-65, Durga Market, Sector 53, Noida","Bakery, Desserts, Fast Food",₹150,"9:30 AM to 10:30 PM (Mon-Sat), Sun Closed",2.8
WTF - World's Tastiest Food,"Sector 50, Noida","North Indian, Chinese",₹800,11:30 AM to 11:30 PM,3.2
MKS Master Chef Rasoi,"2nd Floor, Spice World Mall, Sector 25, Noida","North Indian, Chinese, Fast Food",₹500,2 PM to 12 Midnight,2.8
Chination,"Sector 18, Noida",Chinese,₹700,9 AM to 9 PM,3.1
Punjab Heights,"Shop 26, Jagat Farm, Gamma 1, Greater Noida, Noida","North Indian, Chinese",₹500,10:30 AM to 10:30 PM,3.1
PNP's Foodways,"F 345, Sector 63, Noida","North Indian, Chinese, Fast Food",₹250,11 AM to 11 PM,2.6
The Anna,"Shop 135, MSX Mall, Surajpur Site IV, Delhi NCR, Greater Noida, Noida",South Indian,₹300,"12 Noon to 10:30 PM (Mon, Wed-Sun), Tue Closed",3.3
Cup and Cones,"Shop 24, Amrapali Princely Estate, Sector 76, Near, Sector 72, Noida","Desserts, Beverages",₹150,11 AM to 8 PM,3.4
Mints - Radisson Blu,"Radisson Blu Hotel, C-8, 2nd Cross Ave Road, Kasna, Greater Noida, Noida",Cafe,"₹1,000",11 AM to 11:30 PM,3.3
China Town,"Food Court, 3rd Floor, The Great India Place Mall, Sector 38, Noida",Chinese,₹300,24 Hours,2.7
El Posto,"Shop 19, Amrapali Zodiac, Sector 120, Near Sector 72, Sector 72, Noida",Bakery,₹350,11 AM to 11 PM,3.2
Oh My Scoop!,"Shop 2, C Block Market, Sector 39, Noida",Ice Cream,₹200,10 AM to 11 PM,3.2
Baker's Studio - Jaypee Greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",Bakery,"₹1,000",10 AM to 10 PM,3.4
Olive Kitchen,"82/2-F Block Market, Near INP School, Sector 20, Noida","North Indian, Chinese",₹500,"12 Noon to 3 PM, 5:30 PM to 10:30 PM",3.1
Cake Mandi,"A-117, Deepak Vihar, Near Labour Chowk, Sector 62, Noida","Bakery, Desserts",₹500,10 AM to 11 PM,3.2
Giani,"B 1/14, Sector 18, Noida","Ice Cream, Desserts",₹300,24 Hours,3.4
Cookie Man,"L-1, Upper Atrium, Centre Stage Mall, Sector 18, Noida",Bakery,₹150,11 AM to 11 PM,2.7
Cafe Green Apple,"A-41, The Corenthum Tower, Sector 62, Noida","North Indian, South Indian, Fast Food",₹400,11 AM to 11 PM,2.8
Gung The Palace,"B-4, Urbtech Matrix Tower, Sector 132, Noida",Korean,"₹2,500",12:30 PM to 11 PM,3.2
Yogurberry,"Ground Floor, The Great India Place Mall, Sector 38, Noida",Desserts,₹300,9 AM to 12 Midnight,3
Healthy Foods,"B Block Market, Sector 52, Noida","North Indian, Chinese",₹500,"7 AM to 3:30 PM, 7 PM to 11:30 PM",2.5
The Chicken Licken,"E/2, Main Market, Sector 56, Noida","North Indian, Chinese",₹450,9 AM to 11 PM,3.3
Sigdi - The Indian Restaurant,"WA-65, Near Shivalik Bank, Noida Expressway, Sector 135, Near, Sector 132, Noida",North Indian,₹800,7:30 AM to 10:30 PM,3
Flames of Tandoor,"Main DSC Road, Near OBC Bank, Sector 49, Noida","North Indian, Mughlai",₹200,"11 AM to 8 PM (Mon-Sat), Sunday Closed",3.1
Temptations,"White House Tower, Main DND Road, Sector 22, Noida","North Indian, Chinese, Mughlai",₹550,"11 AM to 4 PM, 7 PM to 12 Midnight",3.1
Fortune Deli -  Fortune Inn Grazia,"Fortune Inn Grazia, Block 1, 1A, Sector 27, Noida","Fast Food, Bakery, Desserts","₹1,000",11 AM to 11 PM,2.8
Shivam Fast Food,"B Block, Near HCL Call Center, Sector 59, Noida","North Indian, South Indian, Chinese",₹350,"11 AM to 3:30 PM, 7 PM to 11 PM",-
Grand Heritage Resort,"R-4, Near City Park, Greater Noida, Noida","North Indian, Chinese","₹1,000",10:30 AM to 10:30 PM,2.7
Shree Ganesh Madras Cafe,"Noida Authority, Opposite Vijaya Bank, Sector 6, Noida",South Indian,₹150,11 AM to 11 PM,3.2
Sweta Restaurant & Catering,"Barola, Near OBC Bank, Dadri Main Road, Sector 49, Noida",North Indian,₹400,"12 Noon to 10 PM (Mon, Wed-Sun), Tue Closed",3.1
Meow Meow,"Shop 12,Ground Floor, Gaur City 1,City Plaza, Greater Noida, Noida",North Indian,₹500,10:30 AM to 10 PM,3
The Chef,"5, Block 331 A, Gulmohar Market, Sector 15-A Market, Sector 15, Noida","North Indian, Mughlai, Chinese, Fast Food",₹500,10:30 AM to 10 PM,2.8
Veg Always,"G-127, Neelkanth Plaza, Alpha 1, Greater Noida, Noida","North Indian, Chinese",₹600,"12 Noon to 10:30 PM (Mon, Wed-Sun), Tue Closed",2.7
Simply Sizzlers,"Food Court, 3rd Floor, The Great India Place Mall, Sector 38, Noida",Continental,₹600,11 AM to 11 PM,3.1
Sahi Darbar,"MSN Tower, 1 Alpha Commercial Belt, Near Dominos, Greater Noida, Noida","North Indian, Chinese",₹450,11 AM to 11 PM,2.8
Reena Restaurant,"B-1/23, Sector 51, Noida","North Indian, Chinese, South Indian",₹350,12 Noon to 11 PM,3.1
Tiwari Hot Pot,"B-50, Sector 63, Noida","North Indian, Chinese, South Indian",₹450,11:30 AM to 11 PM,3.3
Chakhna,"G-21, MSX Tower 1,  Alpha 1, Commercial  Belt, Greater Noida, Noida",North Indian,₹500,12 Noon to 10 PM,2.7
Desi Dhaba,"3rd Floor, Food Court, The Great India Place Mall, Sector 38, Noida",North Indian,₹400,"9 AM to 7 PM (Mon-Sat), Sun Closed",2.9
Foodie,"E-19, E Block Market, Sector 3, Noida","North Indian, Chinese, Fast Food",₹500,10 AM to 6 AM,2.7
Mio Grand,"Shop Ff 5, 2nd Floor, NRI City Centre, Near Pari Chowk, Greater Noida, Noida","Japanese, Sushi","₹1,200",11:30 AM to 11:30 PM,2.5
Himalaya Momos & Roll,"Lakhi Ram Market, Near Sabji Mandi, Sector 27, Noida","Chinese, Fast Food",₹200,10 AM to 10 PM,3
Mezbaan Jaika Restaurant,"25, Opposite Kendriya Vihar, Sector 110, Noida","Biryani, North Indian, Fast Food",₹500,11 AM to 10 PM,3.1
Tpot Cafe,"A-14, Eco Towers, Sector 125, Noida",Cafe,₹400,9:30 AM to 11 PM,2.8
BSGulati's Punjabi Swad,"Next to HP Petrol Pump, Sector 41, Noida","North Indian, Mughlai",₹700,11 AM to 11 PM,3.1
The Mughals,"Shop 25, Kanchanjunga Market, Sector 53, Noida","North Indian, Mughlai",₹750,1 PM to 1 AM,3.1
Floating Cakes,"Shop 2,  Main Market, Deepak Vihar, Sector 62A, Sector 62, Noida",Bakery,₹400,11 AM to 11 PM,2.7
Kar C Lounge & Restaurant,"2nd Floor Terrace, C Block, NRI City, Omaxe Mall, Pari Chowk, Greater Noida, Noida","Cafe, Fast Food, North Indian, Italian, Chinese",₹600,1 PM to 11 PM,2.9
Chai n More,"Tradex Tower 2, Alpha 1, Commercial Belt, Greater Noida, Noida","Beverages, Fast Food",₹250,11 AM to 11 PM,3.2
Auntie Anne's Pretzel,"1K10, Ground Floor, DLF Mall of India, Sector 18, Noida",Fast Food,₹300,11 AM to 12 Midnight,3
Taste In Box,"Shop 28, Kanchanjunga Market, Sector 53, Noida","North Indian, Chinese",₹500,11 AM to 11 PM,3.3
Sanghai Food,"Pearl Gateway Tower, Near Gulmohar Garden, Sector 44, Noida",Chinese,₹450,12 Noon to 10 PM,3.3
Big Bite,"Shop 12-13, Main Market, Swarn Nagri, Greater Noida, Noida","North Indian, Mughlai, Chinese",₹600,"10 AM to 6 PM (Mon, Tue, Thu, Fri), 10 AM to 5 PM (Wed),Closed (Sat-Sun)",3.2
Mughlai King,"C-16, Sector 18, Noida","Mughlai, Indian",₹650,11 AM to 11 PM,3.2
Delhi Nights,"B-17, AVJ Heights Market Complex, Zeta 1, Greater Noida, Noida","North Indian, Chinese",₹500,"10 AM to 10 PM (Mon-Sat), Sun Closed",3.2
Gelato Italiano,"A-302, 3rd Floor, The Great India Place Mall, Sector 38 A, Sector 38, Noida","Ice Cream, Desserts",₹200,9 AM to 10 PM,3.2
Vatika,"BK2, Opposite Syndicate Bank, Sector 18, Noida","North Indian, South Indian, Chinese",₹300,"9:30 AM to 9 PM (Mon, Wed-Sun), Tue Closed",3.1
Skittle Bowling Arena,"UG-17, Ansal Plaza, Pari Chowk, Greater Noida, Noida",Fast Food,₹550,"12 Noon to 4 PM, 7 PM to 11 PM",3.1
The Bench Cafe,"Plot 6, Opposite Amity University Gate 2, Sector 125, Noida",Fast Food,₹250,"11 AM to 11 PM (Mon, Wed-Sun), Tue Closed",3.1
Green Restaurant,"Sharma Market, Sector 37, Noida",North Indian,₹600,9 AM to 12 Midnight,3.1
Food Brigade,"1, Ground Floor, Unit A-13/2,3,4  Highway Tower 1, Near Jaypee College, Sector 62, Noida","North Indian, South Indian, Chinese, Fast Food",₹300,8 AM to 11 PM,3.2
Sagar's Special Paneer Wale,"Ground Floor, Mandal Karyalya, Dharm Palace, Sector 18, Noida",North Indian,₹100,10 AM to 10 PM,2.8
Big Bone - The Meat Shop,"Shop 13, C Block Market, Sector 41, Noida","Raw Meats, Fast Food",₹350,10 AM to 10 PM,2.9
Chip Chap Shahi Corner,"C-117, Near Kohli Dharam Kanta, Near Sector 10, Sector 10, Noida",North Indian,₹200,11 AM to 11 PM,2.9
Senor Pepe,"Plot 3, Block A-3, Sector 110, Noida","North Indian, Mexican","₹1,400","11 AM to 11 PM (Mon-Wed, Fri-Sun), Thu Closed",3.2
Chilli Zone,"Shop No. 29, Amrapali Princely Estate Market, Sector 72, Noida","North Indian, Chinese",₹500,5 PM to 9 PM,2.9
